"name";"instance";"filename";"n";"m";"inkratio";"mean_occupation_area";"edge_density_distribution";"distortion";"frechet";"directionality";"monotonicity";"projected_monotonicity";"SL_angle";"self_intersections";"mean_edge_length_difference";"directionality_mag";"ambiguity_1";"accuracy_1";"precision_1";"specificity_1";"FPR_1";"ambiguity_2";"accuracy_2";"precision_2";"specificity_2";"FPR_2";"ambiguity_3";"accuracy_3";"precision_3";"specificity_3";"FPR_3";"ambiguity_4";"accuracy_4";"precision_4";"specificity_4";"FPR_4";"ambiguity_5";"accuracy_5";"precision_5";"specificity_5";"FPR_5";"inkratio_t";"ambiguity_t";"mean_occupation_area_t";"edge_density_distribution_t";"distortion_t";"frechet_t";"directionality_t";"monotonicity_t";"projected_monotonicity_t";"SL_angle_t";"self_intersections_t";"mean_edge_length_difference_t";"directionality_mag_t"
"sepb";"geo_gowalla_LASVEGAS_2";"dashboard/output_dashboard/geo_gowalla_LASVEGAS_2/sepb.json";32;51;0.8999;45.3529;0.0475;1.0321;47.912;0.0047;0.0004;0.0004;0.5144;0;33.2846;0.6811;0.8583;0.1172;1;0.4062;0;0.974;0.1016;0.8844;0.0625;0.018;1;0.0996;0.8583;0;0.0201;1;0.0996;0.8583;0;0.0201;1;0.0996;0.8583;0;0.0201;45.0108;2113.1542;68.3238;73.2305;0.4208;151.2973;0.8206;1.1244;0.5245;0.1249;47.1382;0.3336;6.1142
"wr";"geo_gowalla_LASVEGAS_2";"dashboard/output_dashboard/geo_gowalla_LASVEGAS_2/wr.json";32;51;0.6593;34.7647;0.0355;1.0423;60.6085;0.0506;0.0008;0.0008;0.5144;0;26.7594;1.9867;0.6494;0.166;1;0.7188;0;0.7949;0.1367;0.8033;0.3976;0.0363;0.9272;0.1113;0.6962;0.1403;0.0659;0.9662;0.1035;0.6781;0.0781;0.0746;1;0.0996;0.6494;0;0.0788;47.4081;2289.5651;68.4261;74.1887;0.7093;374.265;1.1201;2.8431;1.2836;0.1206;102.3521;0.6464;16.9787
"cubu";"geo_gowalla_LASVEGAS_3";"dashboard/output_dashboard/geo_gowalla_LASVEGAS_3/cubu.json";62;132;0.5627;20.3182;0.0492;1.043;40.3175;0.4317;0.233;0;0.4633;0.4633;20.3968;9.2775;0.2936;0.2565;1;0.9516;0;0.6361;0.154;0.4873;0.4635;0.1163;0.8244;0.103;0.3817;0.2242;0.1718;0.9412;0.0806;0.3193;0.0691;0.1959;0.9666;0.0744;0.3036;0.0389;0.2025;83.4799;7804.4488;98.4092;96.0846;1.6069;312.7856;2.2166;6.4704;2.5959;0.2852;0;1.4584;21.1658
"epb";"geo_gowalla_LASVEGAS_3";"dashboard/output_dashboard/geo_gowalla_LASVEGAS_3/epb.json";62;132;0.8225;27.303;0.0701;1.0624;63.8773;0.0053;0.0009;0.0006;0.4633;0;44.6593;0.8049;0.675;0.1093;1;0.7097;0;0.8995;0.076;0.7601;0.2228;0.038;0.9188;0.0739;0.7417;0.1739;0.0403;0.9883;0.0697;0.6821;0.0234;0.0446;1;0.0687;0.675;0;0.0457;88.1696;6995.8572;86.7104;93.0545;1.8134;454.6072;2.1136;3.4132;1.6053;0.2856;127.687;0.8111;19.9857
"fd";"geo_gowalla_LASVEGAS_3";"dashboard/output_dashboard/geo_gowalla_LASVEGAS_3/fd.json";62;132;1.0006;36.4848;0.0823;1.001;10.2229;0.2368;0.0962;0.0046;0.4633;0;0.6014;0.1884;0.7274;0.0947;1;0.7258;0;0.896;0.0775;0.8195;0.2586;0.0201;0.9567;0.0713;0.7682;0.1008;0.027;0.9801;0.0702;0.744;0.0551;0.0281;1;0.0687;0.7274;0;0.0297;84.0821;6892.0481;84.8579;92.8395;1.8086;1756.4468;3.5322;7.9796;3.8896;0.2868;303.9668;1.7848;58.7983
"sepb";"geo_gowalla_LASVEGAS_3";"dashboard/output_dashboard/geo_gowalla_LASVEGAS_3/sepb.json";62;132;0.823;27.2046;0.0701;1.0686;66.5111;0.0056;0.0014;0.0009;0.4633;0;47.5134;0.886;0.6296;0.1186;1;0.7581;0;0.8522;0.0822;0.7525;0.2875;0.042;0.9021;0.0754;0.711;0.19;0.0496;0.9861;0.0697;0.6401;0.0328;0.0556;1;0.0687;0.6296;0;0.0567;86.0698;7277.4811;85.8328;92.9515;0.9434;461.9458;2.1801;4.6177;1.7714;0.2992;131.073;0.8912;20.664
"wr";"geo_gowalla_LASVEGAS_3";"dashboard/output_dashboard/geo_gowalla_LASVEGAS_3/wr.json";62;132;0.6568;23.3636;0.0568;1.0653;58.6568;0.045;0.002;0.0011;0.4633;0;31.526;2.1954;0.3814;0.2029;1;0.9032;0;0.6923;0.1301;0.5452;0.406;0.0832;0.833;0.0983;0.4544;0.217;0.1183;0.9425;0.0796;0.3976;0.0719;0.1386;0.9772;0.0728;0.3861;0.0273;0.146;87.1294;7329.3035;85.3741;95.3226;1.6632;975.1716;2.8813;7.2978;3.2787;0.2868;263.1741;1.6251;43.4427
"cubu";"geo_gowalla_LASVEGAS_4";"dashboard/output_dashboard/geo_gowalla_LASVEGAS_4/cubu.json";73;166;0.4184;16.741;0.0579;1.0479;49.1318;0.4346;0.2332;0;0.656;0.656;28.6394;7.8433;0.1866;0.3385;1;0.9863;0;0.5348;0.1963;0.4291;0.5534;0.1592;0.861;0.092;0.2561;0.1713;0.271;0.9798;0.0657;0.1897;0.0233;0.2987;0.9943;0.0627;0.1882;0.0073;0.3017;99.4406;11394.9022;75.7005;82.5963;2.11;599.8688;2.8322;8.3358;3.4878;0.3505;0;1.888;33.5708
"epb";"geo_gowalla_LASVEGAS_4";"dashboard/output_dashboard/geo_gowalla_LASVEGAS_4/epb.json";73;166;0.6999;25.1145;0.0929;1.042;65.7464;0.0081;0.0052;0.0037;0.656;0;43.1112;1.1076;0.5525;0.1415;1;0.7534;0;0.8362;0.0784;0.6779;0.2925;0.0717;0.96;0.0646;0.585;0.0733;0.087;0.9886;0.0627;0.5617;0.0206;0.0889;1;0.0623;0.5525;0;0.0893;152.6194;9817.836;76.226;82.6476;1.1616;580.6076;2.5306;4.498;2.1152;0.351;201.3442;1.0738;26.5584
"fd";"geo_gowalla_LASVEGAS_4";"dashboard/output_dashboard/geo_gowalla_LASVEGAS_4/fd.json";73;166;0.8703;30.1145;0.1124;1.0049;30.5064;0.1803;0.0815;0.004;0.656;0;4.769;0.3154;0.5602;0.1295;1;0.7534;0;0.7847;0.0912;0.7087;0.3381;0.0432;0.9454;0.0687;0.5851;0.0762;0.0681;0.9826;0.0642;0.5658;0.0222;0.0728;1;0.0623;0.5602;0;0.0747;99.75;8004.4422;74.3232;80.5862;2.2459;2161.418;3.9818;10.0114;4.8797;0.3524;416.7907;2.1584;73.1335
"sepb";"geo_gowalla_LASVEGAS_4";"dashboard/output_dashboard/geo_gowalla_LASVEGAS_4/sepb.json";73;166;0.7024;25.512;0.093;1.0418;65.1191;0.0081;0.0052;0.0037;0.656;0;42.925;1.1003;0.5525;0.1415;1;0.7534;0;0.8362;0.0784;0.6779;0.2925;0.0717;0.96;0.0646;0.585;0.0733;0.087;0.9886;0.0627;0.5617;0.0206;0.0889;1;0.0623;0.5525;0;0.0893;98.2637;9768.2607;75.1255;81.167;1.1659;573.4296;2.4688;4.4479;2.1677;0.3476;200.5963;1.2357;26.746
"wr";"geo_gowalla_LASVEGAS_4";"dashboard/output_dashboard/geo_gowalla_LASVEGAS_4/wr.json";73;166;0.4984;19.012;0.0682;1.0499;61.3893;0.0546;0.0024;0.0016;0.656;0;28.9847;2.2045;0.3026;0.2454;1;0.9178;0;0.6399;0.1467;0.5114;0.4565;0.1101;0.8976;0.0818;0.3422;0.126;0.1803;0.9675;0.0683;0.3072;0.0363;0.1946;1;0.0623;0.3026;0;0.2008;99.5531;10469.9104;74.2769;80.0455;2.0685;1208.0295;3.3398;8.9548;4.1332;0.3495;353.2152;2.0165;54.7671
"cubu";"geo_gowalla_LASVEGAS_5";"dashboard/output_dashboard/geo_gowalla_LASVEGAS_5/cubu.json";67;134;0.5789;24.3657;0.0538;1.0488;45.4863;0.4321;0.233;0;0.493;0.493;26.4438;9.4446;0.2743;0.2771;1;0.9104;0;0.5797;0.1689;0.538;0.5201;0.1208;0.7498;0.1207;0.3938;0.3084;0.1734;0.8762;0.0887;0.3248;0.1522;0.2078;0.9641;0.0673;0.2807;0.0419;0.2304;141.9327;8588.8414;95.8466;102.6104;1.5588;393.4429;2.1491;6.5944;2.7196;0.2875;0;1.512;23.5665
"epb";"geo_gowalla_LASVEGAS_5";"dashboard/output_dashboard/geo_gowalla_LASVEGAS_5/epb.json";67;134;0.9889;39.3508;0.0872;1.0692;73.3452;0.004;0.0042;0.004;0.493;0.0018;78.0012;1.1706;0.571;0.1288;1;0.7612;0;0.7872;0.086;0.7437;0.376;0.0486;0.8708;0.0753;0.667;0.22;0.0607;0.9378;0.0673;0.6173;0.1101;0.0693;0.9882;0.0606;0.5782;0.0286;0.0766;85.6814;7454.7548;94.5146;102.1113;0.9692;403.6589;2.0659;3.186;1.4994;0.2942;141.0425;0.761;18.3101
"fd";"geo_gowalla_LASVEGAS_5";"dashboard/output_dashboard/geo_gowalla_LASVEGAS_5/fd.json";67;134;0.9842;41.709;0.086;1.001;13.4608;0.2344;0.0998;0.0033;0.493;0;0.8963;0.1345;0.7195;0.0891;1;0.6716;0;0.8552;0.0722;0.8512;0.3357;0.0187;0.908;0.0668;0.7981;0.2136;0.0246;0.9709;0.0619;0.7466;0.0813;0.0298;0.9896;0.0602;0.7299;0.0298;0.0318;85.331;7187.1724;93.9019;101.1913;1.8492;1734.518;3.3417;8.1456;3.8662;0.2906;315.2213;1.7464;59.0963
"sepb";"geo_gowalla_LASVEGAS_5";"dashboard/output_dashboard/geo_gowalla_LASVEGAS_5/sepb.json";67;134;1.0108;40.306;0.0888;1.0751;72.8386;0.0046;0.0039;0.0037;0.493;0.0016;88.8079;1.2193;0.584;0.1256;1;0.7463;0;0.8083;0.082;0.7328;0.3505;0.0494;0.8873;0.0717;0.6711;0.2075;0.0608;0.9585;0.0637;0.6156;0.0807;0.0694;0.992;0.0602;0.5895;0.0224;0.0733;85.2237;7425.9963;94.3742;101.5758;0.8175;382.263;1.8969;2.9883;1.4184;0.2916;130.949;0.726;17.3361
"wr";"geo_gowalla_LASVEGAS_5";"dashboard/output_dashboard/geo_gowalla_LASVEGAS_5/wr.json";67;134;0.6267;26.6119;0.0577;1.0518;58.321;0.0442;0.0016;0.001;0.493;0;27.7968;2.0681;0.3928;0.1778;1;0.8657;0;0.6463;0.1181;0.6535;0.4854;0.0665;0.7864;0.0909;0.5237;0.2897;0.0961;0.8982;0.074;0.4438;0.1361;0.1142;0.9589;0.065;0.406;0.054;0.1236;85.7072;8303.4389;94.3208;102.5591;1.7002;974.52;2.6872;7.2444;3.3202;0.2878;269.4759;1.6;44.2569
"cubu";"geo_gowalla_LASVEGAS_6";"dashboard/output_dashboard/geo_gowalla_LASVEGAS_6/cubu.json";61;101;0.604;27.0594;0.0426;1.0558;42.0106;0.4376;0.2403;0;0.4669;0.4669;21.9611;9.8673;0.2928;0.2258;1;0.9508;0;0.5534;0.157;0.5312;0.5754;0.077;0.7898;0.0973;0.3746;0.2655;0.1415;0.936;0.0666;0.3077;0.0776;0.1738;0.9853;0.0564;0.2955;0.0174;0.1844;87.3838;4.6794;95.8571;102.8171;1.1997;259.1417;1.6365;4.9367;2.0063;0.2198;0;1.1292;16.1066
"epb";"geo_gowalla_LASVEGAS_6";"dashboard/output_dashboard/geo_gowalla_LASVEGAS_6/epb.json";61;101;0.9159;42.4257;0.0621;1.0222;33.7939;0.0046;0.0028;0.0024;0.4669;0.0002;22.2362;0.6131;0.7064;0.0833;1;0.6885;0;0.8632;0.0656;0.8312;0.3053;0.02;0.9511;0.058;0.7441;0.1185;0.0282;1;0.0543;0.7064;0;0.0323;1;0.0543;0.7064;0;0.0323;86.3855;2.8799;96.379;101.058;0.5789;242.3666;1.4026;1.9491;0.9332;0.2222;71.4164;0.5019;11.215
"fd";"geo_gowalla_LASVEGAS_6";"dashboard/output_dashboard/geo_gowalla_LASVEGAS_6/fd.json";61;101;0.9569;45.7723;0.0643;1.0006;8.4693;0.2941;0.128;0.0041;0.4669;0;0.3708;0.1166;0.8331;0.0677;1;0.4426;0;0.9;0.0613;0.9199;0.2486;0.0072;0.9817;0.0554;0.8457;0.0382;0.0136;1;0.0543;0.8331;0;0.0147;1;0.0543;0.8331;0;0.0147;88.191;2.7611;96.163;102.0584;1.4355;1318.7337;2.5539;6.0399;2.9137;0.2208;223.9256;1.3425;45.1167
"sepb";"geo_gowalla_LASVEGAS_6";"dashboard/output_dashboard/geo_gowalla_LASVEGAS_6/sepb.json";61;101;0.8935;41.2673;0.0608;1.0397;49.9384;0.0067;0.004;0.0032;0.4669;0.0004;41.4178;0.8408;0.6974;0.0882;1;0.6721;0;0.8555;0.0672;0.829;0.2913;0.0238;0.9371;0.0597;0.7456;0.1422;0.032;1;0.0543;0.6974;0;0.0379;1;0.0543;0.6974;0;0.0379;87.5683;2.9368;97.2717;103.3499;0.5927;241.1773;1.4105;1.9591;0.9899;0.2196;121.7973;0.51;11.0476
"wr";"geo_gowalla_LASVEGAS_6";"dashboard/output_dashboard/geo_gowalla_LASVEGAS_6/wr.json";61;101;0.6757;30.2772;0.0473;1.0563;59.7524;0.0412;0.001;0.0004;0.4669;0;29.4934;1.959;0.4663;0.1381;1;0.8361;0;0.6869;0.0984;0.6714;0.4685;0.0447;0.8768;0.072;0.5101;0.1599;0.0734;0.9602;0.0597;0.4769;0.0491;0.0865;0.9883;0.0559;0.4684;0.0138;0.0904;88.094;3.7661;95.8617;101.9368;1.3101;743.7289;2.2354;5.5528;2.528;0.2222;201.215;1.2386;33.4656
"cubu";"geo_gowalla_LASVEGAS_7";"dashboard/output_dashboard/geo_gowalla_LASVEGAS_7/cubu.json";86;194;0.4733;15.9072;0.061;1.0588;45.4863;0.398;0.199;0;0.596;0.596;26.1903;9.7483;0.1966;0.3075;1;0.9651;0;0.4837;0.1896;0.49;0.6149;0.1308;0.7548;0.1033;0.3167;0.2974;0.2229;0.916;0.0698;0.2294;0.1004;0.2581;0.9672;0.06;0.2028;0.0383;0.2684;176.7914;13134.3157;82.0956;89.5514;2.1505;553.1776;3.1958;9.6102;4.04;0.4029;0;2.1348;33.6566
"epb";"geo_gowalla_LASVEGAS_7";"dashboard/output_dashboard/geo_gowalla_LASVEGAS_7/epb.json";86;194;0.653;21.4072;0.0817;1.0488;65.7258;0.0088;0.0036;0.0026;0.596;0.0001;43.0141;1.0514;0.4881;0.1463;1;0.8256;0;0.7587;0.0803;0.6557;0.4123;0.0738;0.8903;0.059;0.5789;0.2119;0.0967;0.9558;0.0552;0.5244;0.0933;0.1007;0.9904;0.0533;0.4942;0.0158;0.1026;178.6027;12993.6714;81.4419;86.7176;1.4753;734.354;3.171;5.6584;2.6205;0.4103;226.3658;1.3194;33.8028
"fd";"geo_gowalla_LASVEGAS_7";"dashboard/output_dashboard/geo_gowalla_LASVEGAS_7/fd.json";86;194;0.9088;27.6082;0.1096;1.0026;18.519;0.1953;0.087;0.0048;0.596;0;2.0238;0.2444;0.5897;0.0979;1;0.8023;0;0.7807;0.0706;0.7663;0.4193;0.0306;0.9083;0.0576;0.6636;0.1779;0.0447;0.9703;0.0541;0.6139;0.0639;0.0484;0.9897;0.053;0.5997;0.0244;0.0495;122.8001;9866.1671;81.7003;89.5488;2.5518;2528.9271;4.7;11.569;5.6376;0.4058;462.558;2.5618;86.7062
"sepb";"geo_gowalla_LASVEGAS_7";"dashboard/output_dashboard/geo_gowalla_LASVEGAS_7/sepb.json";86;194;0.6728;22.3454;0.0836;1.0601;70.1857;0.0109;0.0034;0.0026;0.596;0.0001;50.6444;1.1891;0.5029;0.1422;1;0.8139;0;0.7669;0.0798;0.6619;0.4068;0.0701;0.9002;0.0595;0.5804;0.1968;0.092;0.9626;0.0549;0.5343;0.0803;0.0969;0.9917;0.0533;0.5075;0.0121;0.0986;170.1746;12959.7557;82.602;87.3246;1.3456;712.6741;2.9888;5.475;2.5539;0.4044;294.282;1.3161;32.4972
"wr";"geo_gowalla_LASVEGAS_7";"dashboard/output_dashboard/geo_gowalla_LASVEGAS_7/wr.json";86;194;0.5558;18.2835;0.0707;1.0583;55.0762;0.0513;0.002;0.0012;0.596;0;26.782;2.3935;0.3034;0.2161;1;0.907;0;0.5898;0.1328;0.553;0.5217;0.0925;0.8107;0.083;0.3952;0.2451;0.1456;0.9459;0.0603;0.3324;0.0688;0.1694;0.9844;0.0549;0.3077;0.0187;0.1751;122.6852;12904.7315;84.2929;89.3197;2.7199;1426.9254;4.2999;10.4861;4.88;0.4048;427.9878;2.6209;64.9044
"cubu";"geo_gowalla_LASVEGAS_8";"dashboard/output_dashboard/geo_gowalla_LASVEGAS_8/cubu.json";118;228;0.6535;15.2588;0.0675;1.0715;68.2128;0.3722;0.2325;0.0276;0.4447;0.4447;44.9593;9.2251;0.0785;0.4026;1;0.9915;0;0.3208;0.288;0.3693;0.7256;0.1232;0.646;0.155;0.1581;0.3759;0.2627;0.8665;0.0731;0.1005;0.1417;0.3474;0.9608;0.0422;0.0889;0.042;0.379;143.9967;17977.0379;86.2117;90.3788;2.593;463.1863;3.6142;10.6583;4.3471;0.4799;0;2.527;35.0361
"epb";"geo_gowalla_LASVEGAS_8";"dashboard/output_dashboard/geo_gowalla_LASVEGAS_8/epb.json";118;228;1.0064;38.7632;0.1486;1.0744;73.154;0.0046;0.0041;0.0039;0.4982;0.0013;92.3209;1.0356;0.4582;0.0882;1;0.8814;0;0.7109;0.0544;0.6786;0.4848;0.0368;0.8681;0.0405;0.5529;0.2219;0.0517;0.9754;0.0339;0.4734;0.0393;0.0586;0.997;0.0329;0.4596;0.0045;0.0596;146.2104;12979.2778;87.7953;92.2792;1.2591;630.8186;3.2568;4.8614;2.3315;0.473;209.214;1.2248;29.0444
"fd";"geo_gowalla_LASVEGAS_8";"dashboard/output_dashboard/geo_gowalla_LASVEGAS_8/fd.json";118;228;0.958;37.2105;0.143;1.0013;14.1881;0.2068;0.0935;0.0045;0.4982;0;0.9274;0.2158;0.5864;0.0692;1;0.7119;0;0.7818;0.0475;0.7655;0.3749;0.0235;0.8938;0.0384;0.6587;0.1834;0.0332;0.9678;0.0339;0.6108;0.0634;0.0378;0.9864;0.0332;0.596;0.026;0.0385;149.2257;12641.5327;89.4384;93.1156;3.288;3075.5429;5.9845;13.7365;6.7365;0.4811;526.7646;3.1958;101.3267
"sepb";"geo_gowalla_LASVEGAS_8";"dashboard/output_dashboard/geo_gowalla_LASVEGAS_8/sepb.json";118;228;1.0058;38.6184;0.1487;1.0746;70.671;0.0049;0.004;0.0037;0.4982;0.0013;90.7929;0.998;0.4699;0.0898;1;0.8644;0;0.7135;0.055;0.6881;0.4884;0.038;0.8739;0.0401;0.5607;0.2228;0.054;0.9825;0.0335;0.4804;0.0288;0.0609;1;0.0328;0.4699;0;0.0617;204.9217;12442.5173;87.4035;92.7601;1.2798;570.8082;3.18;4.8132;2.1479;0.4742;250.8395;1.2114;26.4907
"wr";"geo_gowalla_LASVEGAS_8";"dashboard/output_dashboard/geo_gowalla_LASVEGAS_8/wr.json";118;228;0.5088;21.1974;0.0844;1.0698;84.0425;0.053;0.0033;0.0021;0.4982;0;46.7444;2.4624;0.2589;0.1645;1;0.9322;0;0.4974;0.1093;0.589;0.6293;0.0593;0.7582;0.0662;0.3582;0.2958;0.1044;0.9293;0.0402;0.2836;0.0888;0.1313;0.9761;0.0349;0.267;0.0295;0.1368;146.3373;19146.2643;89.3266;92.798;3.0398;1673.845;5.0428;12.6011;5.7597;0.4675;516.0909;3.1216;76.1633
"cubu";"geo_gowalla_LASVEGAS_9";"dashboard/output_dashboard/geo_gowalla_LASVEGAS_9/cubu.json";110;289;0.4496;14.0346;0.0697;1.0618;51.4428;0.3854;0.1998;0.0003;0.4634;0.4634;31.4468;9.6496;0.1619;0.3407;1;0.9636;0;0.4978;0.2088;0.38;0.5655;0.1449;0.8258;0.102;0.204;0.1909;0.2583;0.9574;0.0584;0.1669;0.0462;0.3035;0.9952;0.0486;0.1623;0.0052;0.3135;168.1261;26647.428;99.7698;104.4128;3.1507;707.0804;4.6883;15.0094;6.4726;0.6006;0;3.4361;48.1756
"epb";"geo_gowalla_LASVEGAS_9";"dashboard/output_dashboard/geo_gowalla_LASVEGAS_9/epb.json";110;289;0.7531;21.7163;0.1107;1.0505;58.5142;0.0089;0.0039;0.0027;0.4634;0.0001;40.9577;1.0926;0.4209;0.1438;1;0.8727;0;0.715;0.083;0.6139;0.4188;0.0679;0.9154;0.0554;0.4674;0.1263;0.0975;0.9842;0.0489;0.4262;0.0216;0.1043;1;0.0478;0.4209;0;0.1054;167.3605;21163.0688;98.6466;104.1317;2.1491;1171.5;4.6179;8.554;4.1511;0.6034;321.6026;2.1184;53.6072
"fd";"geo_gowalla_LASVEGAS_9";"dashboard/output_dashboard/geo_gowalla_LASVEGAS_9/fd.json";110;289;0.9126;25.7716;0.1303;1.0029;19.4603;0.2055;0.0919;0.0048;0.4634;0;2.3382;0.2005;0.4944;0.1112;1;0.8454;0;0.7234;0.0752;0.6989;0.4529;0.0398;0.9102;0.0552;0.5416;0.137;0.0612;0.9798;0.0491;0.5028;0.0287;0.0675;1;0.0478;0.4944;0;0.0688;230.0124;18778.5368;102.5868;109.803;4.1556;3830.3053;7.3569;16.6867;8.5998;0.597;686.3692;4.2644;131.0666
"sepb";"geo_gowalla_LASVEGAS_9";"dashboard/output_dashboard/geo_gowalla_LASVEGAS_9/sepb.json";110;289;0.7479;21.6125;0.1101;1.0561;59.8501;0.0098;0.0049;0.0032;0.4634;0.0001;44.0574;1.225;0.4296;0.1569;1;0.8364;0;0.728;0.0879;0.5961;0.398;0.0768;0.9255;0.0562;0.4669;0.1079;0.1108;0.9882;0.0489;0.4334;0.0157;0.1185;1;0.0478;0.4296;0;0.1197;225.9643;21517.0581;98.1295;105.0525;2.0435;1111.4521;4.5762;8.2118;3.9268;0.5889;304.168;1.9617;50.5061
"wr";"geo_gowalla_LASVEGAS_9";"dashboard/output_dashboard/geo_gowalla_LASVEGAS_9/wr.json";110;289;0.4889;15.3772;0.0752;1.0654;74.961;0.0517;0.0027;0.0018;0.4634;0;37.7019;2.4828;0.2446;0.2352;1;0.9364;0;0.5782;0.1393;0.4628;0.5093;0.1054;0.8275;0.0828;0.3004;0.1999;0.1657;0.959;0.0549;0.253;0.0483;0.1947;0.997;0.0481;0.2452;0.0035;0.2017;169.7226;24456.1398;98.0484;104.6216;3.509;2121.9244;5.9037;15.393;7.3719;0.5908;618.6502;3.5496;96.7283
"cubu";"geo_gowalla_MIAMI_9";"dashboard/output_dashboard/geo_gowalla_MIAMI_9/cubu.json";46;84;0.6496;35.6786;0.038;1.0333;43.912;0.4621;0.2705;0;0.4327;0.4327;22.278;8.7512;0.3126;0.2769;1;0.9565;0;0.4709;0.2297;0.711;0.7242;0.054;0.6142;0.1947;0.576;0.5217;0.0927;0.7177;0.1597;0.4802;0.3819;0.1322;0.8108;0.1304;0.4026;0.2572;0.1647;74.8782;7112.3376;117.7802;130.4717;1.0974;250.118;1.4954;4.2863;1.7452;0.1907;0;1.0994;15.3124
"epb";"geo_gowalla_MIAMI_9";"dashboard/output_dashboard/geo_gowalla_MIAMI_9/epb.json";46;84;0.9076;50.8571;0.0517;1.051;67.6601;0.006;0.0031;0.0026;0.4327;0.0002;53.4657;0.9222;0.6298;0.1484;1;0.7391;0;0.74;0.1248;0.8546;0.5213;0.0272;0.8149;0.1115;0.7924;0.3897;0.042;0.8905;0.0964;0.7186;0.2297;0.0593;0.9594;0.0851;0.6628;0.0815;0.0717;67.919;6540.8833;115.8974;128.9172;0.5937;286.2537;1.6787;2.1975;1.0166;0.1979;82.5849;0.5744;15.1796
"fd";"geo_gowalla_MIAMI_9";"dashboard/output_dashboard/geo_gowalla_MIAMI_9/fd.json";46;84;0.9693;57.631;0.0545;1.0005;10.2933;0.2381;0.102;0.0034;0.4327;0;0.3787;0.1107;0.6846;0.1248;1;0.7609;0;0.7743;0.1115;0.8871;0.5474;0.0152;0.8301;0.1059;0.8396;0.4134;0.0215;0.8998;0.0955;0.7701;0.2328;0.0332;0.9378;0.0879;0.7335;0.1618;0.0416;68.6686;6511.3394;118.2909;126.9445;1.1926;1081.7361;2.0351;5.0488;2.4078;0.1869;189.0192;1.1568;36.9144
"sepb";"geo_gowalla_MIAMI_9";"dashboard/output_dashboard/geo_gowalla_MIAMI_9/sepb.json";46;84;0.9639;55.3571;0.0544;1.0413;45.5291;0.0052;0.0031;0.0026;0.4327;0.0002;42.3958;0.7223;0.6362;0.1437;1;0.7826;0;0.7446;0.12;0.8595;0.5622;0.0272;0.824;0.1059;0.7939;0.4153;0.0432;0.9177;0.0898;0.7067;0.192;0.0615;0.9382;0.087;0.692;0.1525;0.0646;74.3735;6286.8536;115.5913;126.4422;0.4044;170.1086;1.1842;1.4477;0.6914;0.1895;53.2525;0.3734;7.829
"wr";"geo_gowalla_MIAMI_9";"dashboard/output_dashboard/geo_gowalla_MIAMI_9/wr.json";46;84;0.6946;37.881;0.0405;1.0574;74.8927;0.0431;0.0024;0.0024;0.4327;0;37.9254;2.285;0.3784;0.241;1;0.9348;0;0.5074;0.2042;0.7515;0.7284;0.0423;0.6572;0.1664;0.6089;0.5099;0.084;0.7517;0.138;0.5352;0.3723;0.1158;0.8291;0.1172;0.4768;0.2581;0.1388;68.8794;6605.4094;127.1701;126.7178;1.2071;616.8006;1.8682;4.6268;2.0962;0.185;148.4487;1.0376;27.75
"cubu";"geo_gowalla_MIAMI2_1";"dashboard/output_dashboard/geo_gowalla_MIAMI2_1/cubu.json";51;107;0.6344;35.8598;0.0445;1.059;52.5072;0.4271;0.2443;0.001;0.5023;0.5023;31.9259;9.9211;0.2904;0.3199;1;0.9608;0;0.5867;0.2022;0.5412;0.5492;0.1369;0.8296;0.1284;0.3628;0.2192;0.219;0.9482;0.0946;0.3014;0.062;0.2558;0.9626;0.0892;0.2992;0.0453;0.2616;131.0456;9294.7378;126.7543;136.1754;1.2679;344.77;1.8001;5.8465;2.2192;0.2332;0;1.2872;20.1998
"epb";"geo_gowalla_MIAMI2_1";"dashboard/output_dashboard/geo_gowalla_MIAMI2_1/epb.json";51;107;0.868;50.243;0.0591;1.0321;54.0155;0.006;0.0024;0.0015;0.5023;0;31.2334;0.8294;0.6627;0.1392;1;0.7451;0;0.8638;0.0976;0.7708;0.28;0.0497;0.9406;0.0877;0.7119;0.1292;0.061;0.9918;0.083;0.6663;0.0118;0.0661;0.9918;0.083;0.6663;0.0118;0.0661;91.9483;8663.4722;129.3635;140.5118;0.7582;386.5116;1.703;3.0069;1.3797;0.2294;104.5408;0.7184;17.4224
"fd";"geo_gowalla_MIAMI2_1";"dashboard/output_dashboard/geo_gowalla_MIAMI2_1/fd.json";51;107;0.9517;58.6262;0.0636;1.0011;14.4262;0.2185;0.095;0.005;0.5023;0;0.8681;0.164;0.8185;0.1038;1;0.4902;0;0.904;0.0923;0.9042;0.2255;0.0133;0.9737;0.0854;0.8406;0.0506;0.0211;0.9918;0.083;0.8214;0.0114;0.0237;0.9918;0.083;0.8214;0.0114;0.0237;78.3904;8157.2697;128.7842;136.7989;1.4308;1394.773;2.5823;6.3927;3.0894;0.2332;244.266;1.39;47.5645
